index,Universidad,Facultad,coords_o,coords_d,distance_km,ranking
901,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.574555, -58.516296)","(-35.0313299, -58.06411)",65.4208322545,23.0
904,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.576186, -58.517927)","(-34.0940568, -59.0199532)",70.671101537,24.5
904,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.576186, -58.517927)","(-34.0940568, -59.0199532)",70.671101537,24.5
904,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.576186, -58.517927)","(-34.54684, -58.43995)",7.86181715994,2.0
904,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.576186, -58.517927)","(-34.597903, -58.397458400000005)",11.3118397829,5.0
904,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.576186, -58.517927)","(-34.68477, -58.44631)",13.7194525854,8.5
904,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.576186, -58.517927)","(-34.796310600000005, -58.27863860000001)",32.8194166043,19.0
904,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.576186, -58.517927)","(-34.6628049, -58.372224800000005)",16.458409184,10.0
904,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.576186, -58.517927)","(-34.5208625, -58.7003265)",17.8312747688,11.0
904,Universidad Nacional de Hurlingham,Instituto de Biotecnología,"(-34.576186, -58.517927)","(-34.6164566, -58.6342231)",11.5659187467,6.0
904,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"(-34.576186, -58.517927)","(-34.7342286, -58.3901502)",21.0851242042,13.0
904,Universidad Nacional de La Plata,Facultad de Ciencias Exactas,"(-34.576186, -58.517927)","(-34.8478691, -58.082593599999996)",49.9874019677,20.0
904,Universidad Nacional de La Plata,Facultad de Ingeniería,"(-34.576186, -58.517927)","(-34.8995898, -57.9386198)",64.0441191518,22.0
904,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.576186, -58.517927)","(-34.7418695, -58.372106099999996)",22.7264728419,15.5
904,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.576186, -58.517927)","(-34.7418695, -58.372106099999996)",22.7264728419,15.5
904,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería -sede Avellaneda,"(-34.576186, -58.517927)","(-34.6652447, -58.3531077)",18.0575244431,12.0
904,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede CABA,"(-34.576186, -58.517927)","(-34.61257, -58.41826)",9.99434276871,3.0
904,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Hurlingham,"(-34.576186, -58.517927)","(-34.6160779, -58.63658050000001)",11.749822844,7.0
904,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,"(-34.576186, -58.517927)","(-34.70629, -58.27705)",26.3826906351,18.0
904,Universidad Nacional de Tres de Febrero,Secretaría Académica,"(-34.576186, -58.517927)","(-34.6049368, -58.564289)",5.31626949764,1.0
904,Universidad Provincial de Ezeiza,Departamento de Desarrollo Humano y Organizacional,"(-34.576186, -58.517927)","(-34.7892088, -58.525405799999994)",23.6415727532,17.0
904,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.576186, -58.517927)","(-34.694951, -58.327523)",21.8718035955,14.0
904,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.576186, -58.517927)","(-34.68477, -58.44631)",13.7194525854,8.5
904,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.576186, -58.517927)","(-34.1787535, -58.96185079999999)",60.0889594729,21.0
904,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.576186, -58.517927)","(-34.64042070000001, -58.601492099999994)",10.4653690193,4.0
904,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.576186, -58.517927)","(-35.0313299, -58.06411)",65.375229326,23.0
907,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.540399, -58.528512)","(-34.0940568, -59.0199532)",67.0623135233,22.5
907,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.540399, -58.528512)","(-34.0940568, -59.0199532)",67.0623135233,22.5
907,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.540399, -58.528512)","(-34.54684, -58.43995)",8.16063377897,2.0
907,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.540399, -58.528512)","(-34.597903, -58.397458400000005)",13.6131383026,7.0
907,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.540399, -58.528512)","(-34.68477, -58.44631)",17.7013918207,9.5
907,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.540399, -58.528512)","(-34.796310600000005, -58.27863860000001)",36.475542217,19.0
907,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.540399, -58.528512)","(-34.6628049, -58.372224800000005)",19.7460446563,11.0
907,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.540399, -58.528512)","(-34.5208625, -58.7003265)",15.9218515588,8.0
907,Universidad Nacional de Hurlingham,Instituto de Biotecnología,"(-34.540399, -58.528512)","(-34.6164566, -58.6342231)",12.855591812,3.0
907,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"(-34.540399, -58.528512)","(-34.7342286, -58.3901502)",24.9657629508,13.0
907,Universidad Nacional de La Plata,Facultad de Ciencias Exactas,"(-34.540399, -58.528512)","(-34.8478691, -58.082593599999996)",53.2240365942,20.0
907,Universidad Nacional de La Plata,Facultad de Ingeniería,"(-34.540399, -58.528512)","(-34.8995898, -57.9386198)",67.1365314627,24.0
907,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.540399, -58.528512)","(-34.7418695, -58.372106099999996)",26.5547802557,15.5
907,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.540399, -58.528512)","(-34.7418695, -58.372106099999996)",26.5547802557,15.5
907,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería -sede Avellaneda,"(-34.540399, -58.528512)","(-34.6652447, -58.3531077)",21.2291309247,12.0
907,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede CABA,"(-34.540399, -58.528512)","(-34.61257, -58.41826)",12.9010606478,4.0
907,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Hurlingham,"(-34.540399, -58.528512)","(-34.6160779, -58.63658050000001)",12.9923939255,6.0
907,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,"(-34.540399, -58.528512)","(-34.70629, -58.27705)",29.5031922085,18.0
907,Universidad Nacional de Tres de Febrero,Secretaría Académica,"(-34.540399, -58.528512)","(-34.6049368, -58.564289)",7.87615751483,1.0
907,Universidad Provincial de Ezeiza,Departamento de Desarrollo Humano y Organizacional,"(-34.540399, -58.528512)","(-34.7892088, -58.525405799999994)",27.603046881,17.0
907,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.540399, -58.528512)","(-34.694951, -58.327523)",25.173809178,14.0
907,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.540399, -58.528512)","(-34.68477, -58.44631)",17.7013918207,9.5
907,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.540399, -58.528512)","(-34.1787535, -58.96185079999999)",56.5555214605,21.0
907,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.540399, -58.528512)","(-34.64042070000001, -58.601492099999994)",12.959214178,5.0
907,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.540399, -58.528512)","(-35.0313299, -58.06411)",69.0850344958,25.0
911,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.553637, -58.542092000000004)","(-34.0940568, -59.0199532)",67.3284209351,23.5
911,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.553637, -58.542092000000004)","(-34.0940568, -59.0199532)",67.3284209351,23.5
911,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.553637, -58.542092000000004)","(-34.54684, -58.43995)",9.40536032088,2.0
911,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.553637, -58.542092000000004)","(-34.597903, -58.397458400000005)",14.1504784019,7.0
911,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.553637, -58.542092000000004)","(-34.68477, -58.44631)",16.9934349093,9.5
911,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.553637, -58.542092000000004)","(-34.796310600000005, -58.27863860000001)",36.1622530547,19.0
911,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.553637, -58.542092000000004)","(-34.6628049, -58.372224800000005)",19.7334755823,11.0
911,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.553637, -58.542092000000004)","(-34.5208625, -58.7003265)",14.973879395,8.0
911,Universidad Nacional de Hurlingham,Instituto de Biotecnología,"(-34.553637, -58.542092000000004)","(-34.6164566, -58.6342231)",10.9550035053,3.0
911,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"(-34.553637, -58.542092000000004)","(-34.7342286, -58.3901502)",24.4009132575,13.0
911,Universidad Nacional de La Plata,Facultad de Ciencias Exactas,"(-34.553637, -58.542092000000004)","(-34.8478691, -58.082593599999996)",53.2702410589,20.0
911,Universidad Nacional de La Plata,Facultad de Ingeniería,"(-34.553637, -58.542092000000004)","(-34.8995898, -57.9386198)",67.2898329053,22.0
911,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.553637, -58.542092000000004)","(-34.7418695, -58.372106099999996)",26.055534361,15.5
911,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.553637, -58.542092000000004)","(-34.7418695, -58.372106099999996)",26.055534361,15.5
911,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería -sede Avellaneda,"(-34.553637, -58.542092000000004)","(-34.6652447, -58.3531077)",21.3012497558,12.0
911,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede CABA,"(-34.553637, -58.542092000000004)","(-34.61257, -58.41826)",13.1081063246,6.0
911,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Hurlingham,"(-34.553637, -58.542092000000004)","(-34.6160779, -58.63658050000001)",11.0964781522,5.0
911,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,"(-34.553637, -58.542092000000004)","(-34.70629, -58.27705)",29.6215756929,18.0
911,Universidad Nacional de Tres de Febrero,Secretaría Académica,"(-34.553637, -58.542092000000004)","(-34.6049368, -58.564289)",6.0442954297,1.0
911,Universidad Provincial de Ezeiza,Departamento de Desarrollo Humano y Organizacional,"(-34.553637, -58.542092000000004)","(-34.7892088, -58.525405799999994)",26.1777663794,17.0
911,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.553637, -58.542092000000004)","(-34.694951, -58.327523)",25.1579989478,14.0
911,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.553637, -58.542092000000004)","(-34.68477, -58.44631)",16.9934349093,9.5
911,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.553637, -58.542092000000004)","(-34.1787535, -58.96185079999999)",56.7470872176,21.0
911,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.553637, -58.542092000000004)","(-34.64042070000001, -58.601492099999994)",11.0622874554,4.0
911,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.553637, -58.542092000000004)","(-35.0313299, -58.06411)",68.7156327744,25.0
913,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.564531, -58.545615000000005)","(-34.0940568, -59.0199532)",68.0377528417,24.5
913,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.564531, -58.545615000000005)","(-34.0940568, -59.0199532)",68.0377528417,24.5
913,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.564531, -58.545615000000005)","(-34.54684, -58.43995)",9.89439364268,3.0
913,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.564531, -58.545615000000005)","(-34.597903, -58.397458400000005)",14.0885815223,7.0
913,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.564531, -58.545615000000005)","(-34.68477, -58.44631)",16.1507511013,9.5
913,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.564531, -58.545615000000005)","(-34.796310600000005, -58.27863860000001)",35.4925170142,19.0
913,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.564531, -58.545615000000005)","(-34.6628049, -58.372224800000005)",19.280568084,11.0
913,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.564531, -58.545615000000005)","(-34.5208625, -58.7003265)",15.0049296291,8.0
913,Universidad Nacional de Hurlingham,Instituto de Biotecnología,"(-34.564531, -58.545615000000005)","(-34.6164566, -58.6342231)",9.96296659079,4.0
913,Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,"(-34.564531, -58.545615000000005)","(-34.7342286, -58.3901502)",23.6118636137,13.0
913,Universidad Nacional de La Plata,Facultad de Ciencias Exactas,"(-34.564531, -58.545615000000005)","(-34.8478691, -58.082593599999996)",52.7951921832,20.0
913,Universidad Nacional de La Plata,Facultad de Ingeniería,"(-34.564531, -58.545615000000005)","(-34.8995898, -57.9386198)",66.8729463446,22.0
913,Universidad Nacional de Lomas de Zamora,Facultad de Derecho,"(-34.564531, -58.545615000000005)","(-34.7418695, -58.372106099999996)",25.2985940473,16.5
913,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería,"(-34.564531, -58.545615000000005)","(-34.7418695, -58.372106099999996)",25.2985940473,16.5
913,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería -sede Avellaneda,"(-34.564531, -58.545615000000005)","(-34.6652447, -58.3531077)",20.8936471077,12.0
913,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede CABA,"(-34.564531, -58.545615000000005)","(-34.61257, -58.41826)",12.8418427343,6.0
913,Universidad Nacional de Lomas de Zamora,Facultad de Ingeniería - sede Hurlingham,"(-34.564531, -58.545615000000005)","(-34.6160779, -58.63658050000001)",10.1164056316,5.0
913,Universidad Nacional de Quilmes,Departamento de Ciencia y Tecnología,"(-34.564531, -58.545615000000005)","(-34.70629, -58.27705)",29.2180689026,18.0
913,Universidad Nacional de Tres de Febrero,Secretaría Académica,"(-34.564531, -58.545615000000005)","(-34.6049368, -58.564289)",4.79861184534,1.0
913,Universidad Provincial de Ezeiza,Departamento de Desarrollo Humano y Organizacional,"(-34.564531, -58.545615000000005)","(-34.7892088, -58.525405799999994)",24.9932747641,15.0
913,Universidad Tecnológica Nacional,Facultad Regional Avellaneda,"(-34.564531, -58.545615000000005)","(-34.694951, -58.327523)",24.6832222199,14.0
913,Universidad Tecnológica Nacional,Facultad Regional Buenos Aires,"(-34.564531, -58.545615000000005)","(-34.68477, -58.44631)",16.1507511013,9.5
913,Universidad Tecnológica Nacional,Facultad Regional Delta,"(-34.564531, -58.545615000000005)","(-34.1787535, -58.96185079999999)",57.4203206201,21.0
913,Universidad Tecnológica Nacional,Facultad Regional Haedo,"(-34.564531, -58.545615000000005)","(-34.64042070000001, -58.601492099999994)",9.85620694428,2.0
913,Universidad Tecnológica Nacional,Facultad Regional La Plata,"(-34.564531, -58.545615000000005)","(-35.0313299, -58.06411)",67.994631818,23.0
915,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Oficiales,"(-34.568492, -58.535821999999996)","(-34.0940568, -59.0199532)",68.9535326817,24.5
915,Instituto Universitario de Seguridad Marítima,Departamento Académico Escuela de Suboficiales,"(-34.568492, -58.535821999999996)","(-34.0940568, -59.0199532)",68.9535326817,24.5
915,Universidad de Buenos Aires,Facultad de Ciencias Exactas y Naturales,"(-34.568492, -58.535821999999996)","(-34.54684, -58.43995)",9.12076307933,2.0
915,Universidad de Buenos Aires,Facultad de Farmacia y Bioquímica,"(-34.568492, -58.535821999999996)","(-34.597903, -58.397458400000005)",13.1072336565,7.0
915,Universidad de Buenos Aires,Facultad de Ingeniería,"(-34.568492, -58.535821999999996)","(-34.68477, -58.44631)",15.2893696343,8.5
915,Universidad Nacional Arturo Jauretche,Instituto de Ingeniería y Agronomía,"(-34.568492, -58.535821999999996)","(-34.796310600000005, -58.27863860000001)",34.556918358,19.0
915,Universidad Nacional de Avellaneda,Departamento de Tecnología y Administración,"(-34.568492, -58.535821999999996)","(-34.6628049, -58.372224800000005)",18.2915985357,11.0
915,Universidad Nacional de General Sarmiento,Instituto de Industria,"(-34.568492, -58.535821999999996)","(-34.5208625, -58.7003265)",15.9977384526,10.0
